id,sid,tid,tid_end,entity_type,entity,text
1,2,1,2,PERSON,Shalene Flanagan,"I mean, I like and respect Taylor Swift, but, come now: Shalene Flanagan, who just won the NYC Marathon. Venus Williams. Serena Williams. Maya Moore. Breanna Stewart. Angela Merkel. Janet Yellen. Michelle Obama. Maxine Waters. Samantha Bee."
1,2,7,9,WORK_OF_ART,the NYC Marathon,"I mean, I like and respect Taylor Swift, but, come now: Shalene Flanagan, who just won the NYC Marathon. Venus Williams. Serena Williams. Maya Moore. Breanna Stewart. Angela Merkel. Janet Yellen. Michelle Obama. Maxine Waters. Samantha Bee."
1,3,1,2,PERSON,Venus Williams,"I mean, I like and respect Taylor Swift, but, come now: Shalene Flanagan, who just won the NYC Marathon. Venus Williams. Serena Williams. Maya Moore. Breanna Stewart. Angela Merkel. Janet Yellen. Michelle Obama. Maxine Waters. Samantha Bee."
1,4,1,2,PERSON,Serena Williams,"I mean, I like and respect Taylor Swift, but, come now: Shalene Flanagan, who just won the NYC Marathon. Venus Williams. Serena Williams. Maya Moore. Breanna Stewart. Angela Merkel. Janet Yellen. Michelle Obama. Maxine Waters. Samantha Bee."
1,5,1,2,PERSON,Maya Moore,"I mean, I like and respect Taylor Swift, but, come now: Shalene Flanagan, who just won the NYC Marathon. Venus Williams. Serena Williams. Maya Moore. Breanna Stewart. Angela Merkel. Janet Yellen. Michelle Obama. Maxine Waters. Samantha Bee."
1,6,1,2,PERSON,Breanna Stewart,"I mean, I like and respect Taylor Swift, but, come now: Shalene Flanagan, who just won the NYC Marathon. Venus Williams. Serena Williams. Maya Moore. Breanna Stewart. Angela Merkel. Janet Yellen. Michelle Obama. Maxine Waters. Samantha Bee."
1,7,1,2,PERSON,Angela Merkel,"I mean, I like and respect Taylor Swift, but, come now: Shalene Flanagan, who just won the NYC Marathon. Venus Williams. Serena Williams. Maya Moore. Breanna Stewart. Angela Merkel. Janet Yellen. Michelle Obama. Maxine Waters. Samantha Bee."
1,8,1,2,PERSON,Janet Yellen,"I mean, I like and respect Taylor Swift, but, come now: Shalene Flanagan, who just won the NYC Marathon. Venus Williams. Serena Williams. Maya Moore. Breanna Stewart. Angela Merkel. Janet Yellen. Michelle Obama. Maxine Waters. Samantha Bee."
1,9,1,2,PERSON,Michelle Obama,"I mean, I like and respect Taylor Swift, but, come now: Shalene Flanagan, who just won the NYC Marathon. Venus Williams. Serena Williams. Maya Moore. Breanna Stewart. Angela Merkel. Janet Yellen. Michelle Obama. Maxine Waters. Samantha Bee."
1,10,1,2,PERSON,Maxine Waters,"I mean, I like and respect Taylor Swift, but, come now: Shalene Flanagan, who just won the NYC Marathon. Venus Williams. Serena Williams. Maya Moore. Breanna Stewart. Angela Merkel. Janet Yellen. Michelle Obama. Maxine Waters. Samantha Bee."
1,11,1,2,PERSON,Samantha Bee,"I mean, I like and respect Taylor Swift, but, come now: Shalene Flanagan, who just won the NYC Marathon. Venus Williams. Serena Williams. Maya Moore. Breanna Stewart. Angela Merkel. Janet Yellen. Michelle Obama. Maxine Waters. Samantha Bee."
1,1,1,1,GPE,Theodora,"Theodora of (Syria, Cyprus, Paphlagonia, pick one). She started as an actor and, ex officio, courtesan, and ended up empress by marriage &amp; co-ruler of the Eastern Roman Empire."
1,1,4,4,GPE,Syria,"Theodora of (Syria, Cyprus, Paphlagonia, pick one). She started as an actor and, ex officio, courtesan, and ended up empress by marriage &amp; co-ruler of the Eastern Roman Empire."
1,1,6,6,GPE,Cyprus,"Theodora of (Syria, Cyprus, Paphlagonia, pick one). She started as an actor and, ex officio, courtesan, and ended up empress by marriage &amp; co-ruler of the Eastern Roman Empire."
1,1,8,8,GPE,Paphlagonia,"Theodora of (Syria, Cyprus, Paphlagonia, pick one). She started as an actor and, ex officio, courtesan, and ended up empress by marriage &amp; co-ruler of the Eastern Roman Empire."
1,1,11,11,CARDINAL,one,"Theodora of (Syria, Cyprus, Paphlagonia, pick one). She started as an actor and, ex officio, courtesan, and ended up empress by marriage &amp; co-ruler of the Eastern Roman Empire."
1,2,26,29,LOC,the Eastern Roman Empire,"Theodora of (Syria, Cyprus, Paphlagonia, pick one). She started as an actor and, ex officio, courtesan, and ended up empress by marriage &amp; co-ruler of the Eastern Roman Empire."
1,2,12,12,DATE,Saturday,"Me. Right now, as I lie on my couch on a Saturday night watching Bob's Burgers in a pair of XL men's boxers."
1,2,13,13,TIME,night,"Me. Right now, as I lie on my couch on a Saturday night watching Bob's Burgers in a pair of XL men's boxers."
1,2,15,15,PERSON,Bob,"Me. Right now, as I lie on my couch on a Saturday night watching Bob's Burgers in a pair of XL men's boxers."
1,2,22,22,GPE,XL,"Me. Right now, as I lie on my couch on a Saturday night watching Bob's Burgers in a pair of XL men's boxers."
1,1,1,2,PERSON,Snow White,"Snow White. Sleeping Beauty. Cinderella, Elsa, Ariel bec the category example is obvs mediocre Disney caricatures allowed by the patriarchy, right?"
1,3,1,1,PERSON,Cinderella,"Snow White. Sleeping Beauty. Cinderella, Elsa, Ariel bec the category example is obvs mediocre Disney caricatures allowed by the patriarchy, right?"
1,3,3,3,PERSON,Elsa,"Snow White. Sleeping Beauty. Cinderella, Elsa, Ariel bec the category example is obvs mediocre Disney caricatures allowed by the patriarchy, right?"
1,3,5,5,PERSON,Ariel,"Snow White. Sleeping Beauty. Cinderella, Elsa, Ariel bec the category example is obvs mediocre Disney caricatures allowed by the patriarchy, right?"
1,3,13,13,ORG,Disney,"Snow White. Sleeping Beauty. Cinderella, Elsa, Ariel bec the category example is obvs mediocre Disney caricatures allowed by the patriarchy, right?"
1,1,1,1,PERSON,Lassie,Lassie (all of them)
1,1,1,4,PRODUCT,My Great Aunt Tootsie,"My Great Aunt Tootsie witnessed a mob killing and testified against two Murder, Inc. hitmen as a teenager. Her testimony sent they asses to jail."
1,1,12,15,ORG,"two Murder, Inc.","My Great Aunt Tootsie witnessed a mob killing and testified against two Murder, Inc. hitmen as a teenager. Her testimony sent they asses to jail."
1,1,9,10,PERSON,Taylor Swift,My left foot is a bitch badder than Taylor Swift she isn’t shit
1,1,16,18,ORG,Steak N Shake,"My girlfriend after we go out and she is sitting in bed, drunkenly eating Steak N Shake"
1,1,16,18,ORG,Steak N Shake,"My girlfriend after we go out and she is sitting in bed, drunkenly eating Steak N Shake"
1,1,1,2,PERSON,Hillary Clinton,Hillary Clinton.
1,1,1,2,PERSON,Bella Thorne,Bella Thorne
1,1,15,16,LOC,Frank Ocean,that one woman who tied a potato to her ceiling fan and sang a Frank Ocean song but replaced the word tornado with potato
1,1,17,17,WORK_OF_ART,PhD,My Tia Arcela who walked across the border in a pair of fucking sandals got a PhD and is now teaching undocumented people how to obtain citizenship.
1,1,6,6,MONEY,Alzheimers-,My mom- who has #Alzheimers- that’s who.
1,1,11,11,CARDINAL,3,"Beberapa cewe daerah rumah gw, suka naik motor bonceng 3, ngga pake helm, terus suka muter arah tiba2 gak pake sen. Kalo di-klakson malah galakan dia sambil teriak: ""BIASA AJA DONG!!""

Emang dasar BADDER beut bocah!"
1,3,12,12,ORG,BIASA,"Beberapa cewe daerah rumah gw, suka naik motor bonceng 3, ngga pake helm, terus suka muter arah tiba2 gak pake sen. Kalo di-klakson malah galakan dia sambil teriak: ""BIASA AJA DONG!!""

Emang dasar BADDER beut bocah!"
1,4,1,1,GPE,Emang,"Beberapa cewe daerah rumah gw, suka naik motor bonceng 3, ngga pake helm, terus suka muter arah tiba2 gak pake sen. Kalo di-klakson malah galakan dia sambil teriak: ""BIASA AJA DONG!!""

Emang dasar BADDER beut bocah!"
1,1,9,9,CARDINAL,3,"Any of the ""Night Witches,"" 3 all-female squadrons of Russian fighter pilots famous for stealth and night vision, who flew plywood planes in the dark, glided in with engines off, to bomb German targets. So feared that any Nazi who shot one down automatically got his Iron Cross."
1,1,15,15,NORP,Russian,"Any of the ""Night Witches,"" 3 all-female squadrons of Russian fighter pilots famous for stealth and night vision, who flew plywood planes in the dark, glided in with engines off, to bomb German targets. So feared that any Nazi who shot one down automatically got his Iron Cross."
1,1,41,41,NORP,German,"Any of the ""Night Witches,"" 3 all-female squadrons of Russian fighter pilots famous for stealth and night vision, who flew plywood planes in the dark, glided in with engines off, to bomb German targets. So feared that any Nazi who shot one down automatically got his Iron Cross."
1,2,5,5,NORP,Nazi,"Any of the ""Night Witches,"" 3 all-female squadrons of Russian fighter pilots famous for stealth and night vision, who flew plywood planes in the dark, glided in with engines off, to bomb German targets. So feared that any Nazi who shot one down automatically got his Iron Cross."
1,2,13,14,ORG,Iron Cross,"Any of the ""Night Witches,"" 3 all-female squadrons of Russian fighter pilots famous for stealth and night vision, who flew plywood planes in the dark, glided in with engines off, to bomb German targets. So feared that any Nazi who shot one down automatically got his Iron Cross."
1,1,1,3,PERSON,Maria Catarina Sumarsih,"Maria Catarina Sumarsih. Eks-staf DPR RI. 13 Nov 1998, anak sulungnya, B.R. Norma Irmawan (Wawan, 20 tahun) mati oleh peluru tajam ABRI yang menembus dada. Sejak 2007 enggan absen berdiri di depan istana negara tiap Kamis, sampai penjahat HAM diadili <f0><U+009F><U+0092><U+00AA>"
1,3,1,3,DATE,13 Nov 1998,"Maria Catarina Sumarsih. Eks-staf DPR RI. 13 Nov 1998, anak sulungnya, B.R. Norma Irmawan (Wawan, 20 tahun) mati oleh peluru tajam ABRI yang menembus dada. Sejak 2007 enggan absen berdiri di depan istana negara tiap Kamis, sampai penjahat HAM diadili <f0><U+009F><U+0092><U+00AA>"
1,3,8,9,PERSON,B.R. Norma,"Maria Catarina Sumarsih. Eks-staf DPR RI. 13 Nov 1998, anak sulungnya, B.R. Norma Irmawan (Wawan, 20 tahun) mati oleh peluru tajam ABRI yang menembus dada. Sejak 2007 enggan absen berdiri di depan istana negara tiap Kamis, sampai penjahat HAM diadili <f0><U+009F><U+0092><U+00AA>"
1,3,12,12,PERSON,Wawan,"Maria Catarina Sumarsih. Eks-staf DPR RI. 13 Nov 1998, anak sulungnya, B.R. Norma Irmawan (Wawan, 20 tahun) mati oleh peluru tajam ABRI yang menembus dada. Sejak 2007 enggan absen berdiri di depan istana negara tiap Kamis, sampai penjahat HAM diadili <f0><U+009F><U+0092><U+00AA>"
1,3,14,14,CARDINAL,20,"Maria Catarina Sumarsih. Eks-staf DPR RI. 13 Nov 1998, anak sulungnya, B.R. Norma Irmawan (Wawan, 20 tahun) mati oleh peluru tajam ABRI yang menembus dada. Sejak 2007 enggan absen berdiri di depan istana negara tiap Kamis, sampai penjahat HAM diadili <f0><U+009F><U+0092><U+00AA>"
1,3,21,21,ORG,ABRI,"Maria Catarina Sumarsih. Eks-staf DPR RI. 13 Nov 1998, anak sulungnya, B.R. Norma Irmawan (Wawan, 20 tahun) mati oleh peluru tajam ABRI yang menembus dada. Sejak 2007 enggan absen berdiri di depan istana negara tiap Kamis, sampai penjahat HAM diadili <f0><U+009F><U+0092><U+00AA>"
1,4,1,1,PERSON,Sejak,"Maria Catarina Sumarsih. Eks-staf DPR RI. 13 Nov 1998, anak sulungnya, B.R. Norma Irmawan (Wawan, 20 tahun) mati oleh peluru tajam ABRI yang menembus dada. Sejak 2007 enggan absen berdiri di depan istana negara tiap Kamis, sampai penjahat HAM diadili <f0><U+009F><U+0092><U+00AA>"
1,4,2,2,DATE,2007,"Maria Catarina Sumarsih. Eks-staf DPR RI. 13 Nov 1998, anak sulungnya, B.R. Norma Irmawan (Wawan, 20 tahun) mati oleh peluru tajam ABRI yang menembus dada. Sejak 2007 enggan absen berdiri di depan istana negara tiap Kamis, sampai penjahat HAM diadili <f0><U+009F><U+0092><U+00AA>"
1,4,11,11,ORG,Kamis,"Maria Catarina Sumarsih. Eks-staf DPR RI. 13 Nov 1998, anak sulungnya, B.R. Norma Irmawan (Wawan, 20 tahun) mati oleh peluru tajam ABRI yang menembus dada. Sejak 2007 enggan absen berdiri di depan istana negara tiap Kamis, sampai penjahat HAM diadili <f0><U+009F><U+0092><U+00AA>"
1,4,15,15,ORG,HAM,"Maria Catarina Sumarsih. Eks-staf DPR RI. 13 Nov 1998, anak sulungnya, B.R. Norma Irmawan (Wawan, 20 tahun) mati oleh peluru tajam ABRI yang menembus dada. Sejak 2007 enggan absen berdiri di depan istana negara tiap Kamis, sampai penjahat HAM diadili <f0><U+009F><U+0092><U+00AA>"
1,1,5,5,ORG,Gaga,"Let’s see, Gaga, Nikki Ménage, Missy Elliott, Lauren Hill, Stevie Nikks, Beyoncé, Annie Lennox,  Real Roxanne (for the OG’s in the House), Alison Mosshart, Victoria Williams, Madonna, Rhiannna, Miley Cyrus, Adele, Fiona Apple &amp; Alicia Keys. Just of top of my head.<f0><U+009F><U+0095><U+00BA><f0><U+009F><U+00A4><U+00BA><U+270C><U+FE0F><U+2764><U+FE0F><U+270C><U+FE0F>"
1,1,7,8,ORG,Nikki M�nage,"Let’s see, Gaga, Nikki Ménage, Missy Elliott, Lauren Hill, Stevie Nikks, Beyoncé, Annie Lennox,  Real Roxanne (for the OG’s in the House), Alison Mosshart, Victoria Williams, Madonna, Rhiannna, Miley Cyrus, Adele, Fiona Apple &amp; Alicia Keys. Just of top of my head.<f0><U+009F><U+0095><U+00BA><f0><U+009F><U+00A4><U+00BA><U+270C><U+FE0F><U+2764><U+FE0F><U+270C><U+FE0F>"
1,1,10,11,PERSON,Missy Elliott,"Let’s see, Gaga, Nikki Ménage, Missy Elliott, Lauren Hill, Stevie Nikks, Beyoncé, Annie Lennox,  Real Roxanne (for the OG’s in the House), Alison Mosshart, Victoria Williams, Madonna, Rhiannna, Miley Cyrus, Adele, Fiona Apple &amp; Alicia Keys. Just of top of my head.<f0><U+009F><U+0095><U+00BA><f0><U+009F><U+00A4><U+00BA><U+270C><U+FE0F><U+2764><U+FE0F><U+270C><U+FE0F>"
1,1,13,14,PERSON,Lauren Hill,"Let’s see, Gaga, Nikki Ménage, Missy Elliott, Lauren Hill, Stevie Nikks, Beyoncé, Annie Lennox,  Real Roxanne (for the OG’s in the House), Alison Mosshart, Victoria Williams, Madonna, Rhiannna, Miley Cyrus, Adele, Fiona Apple &amp; Alicia Keys. Just of top of my head.<f0><U+009F><U+0095><U+00BA><f0><U+009F><U+00A4><U+00BA><U+270C><U+FE0F><U+2764><U+FE0F><U+270C><U+FE0F>"
1,1,16,17,PERSON,Stevie Nikks,"Let’s see, Gaga, Nikki Ménage, Missy Elliott, Lauren Hill, Stevie Nikks, Beyoncé, Annie Lennox,  Real Roxanne (for the OG’s in the House), Alison Mosshart, Victoria Williams, Madonna, Rhiannna, Miley Cyrus, Adele, Fiona Apple &amp; Alicia Keys. Just of top of my head.<f0><U+009F><U+0095><U+00BA><f0><U+009F><U+00A4><U+00BA><U+270C><U+FE0F><U+2764><U+FE0F><U+270C><U+FE0F>"
1,1,21,22,PERSON,Annie Lennox,"Let’s see, Gaga, Nikki Ménage, Missy Elliott, Lauren Hill, Stevie Nikks, Beyoncé, Annie Lennox,  Real Roxanne (for the OG’s in the House), Alison Mosshart, Victoria Williams, Madonna, Rhiannna, Miley Cyrus, Adele, Fiona Apple &amp; Alicia Keys. Just of top of my head.<f0><U+009F><U+0095><U+00BA><f0><U+009F><U+00A4><U+00BA><U+270C><U+FE0F><U+2764><U+FE0F><U+270C><U+FE0F>"
1,1,24,26,ORG,Real Roxanne,"Let’s see, Gaga, Nikki Ménage, Missy Elliott, Lauren Hill, Stevie Nikks, Beyoncé, Annie Lennox,  Real Roxanne (for the OG’s in the House), Alison Mosshart, Victoria Williams, Madonna, Rhiannna, Miley Cyrus, Adele, Fiona Apple &amp; Alicia Keys. Just of top of my head.<f0><U+009F><U+0095><U+00BA><f0><U+009F><U+00A4><U+00BA><U+270C><U+FE0F><U+2764><U+FE0F><U+270C><U+FE0F>"
1,1,30,30,ORG,OG,"Let’s see, Gaga, Nikki Ménage, Missy Elliott, Lauren Hill, Stevie Nikks, Beyoncé, Annie Lennox,  Real Roxanne (for the OG’s in the House), Alison Mosshart, Victoria Williams, Madonna, Rhiannna, Miley Cyrus, Adele, Fiona Apple &amp; Alicia Keys. Just of top of my head.<f0><U+009F><U+0095><U+00BA><f0><U+009F><U+00A4><U+00BA><U+270C><U+FE0F><U+2764><U+FE0F><U+270C><U+FE0F>"
1,1,34,34,ORG,House,"Let’s see, Gaga, Nikki Ménage, Missy Elliott, Lauren Hill, Stevie Nikks, Beyoncé, Annie Lennox,  Real Roxanne (for the OG’s in the House), Alison Mosshart, Victoria Williams, Madonna, Rhiannna, Miley Cyrus, Adele, Fiona Apple &amp; Alicia Keys. Just of top of my head.<f0><U+009F><U+0095><U+00BA><f0><U+009F><U+00A4><U+00BA><U+270C><U+FE0F><U+2764><U+FE0F><U+270C><U+FE0F>"
1,1,37,38,PERSON,Alison Mosshart,"Let’s see, Gaga, Nikki Ménage, Missy Elliott, Lauren Hill, Stevie Nikks, Beyoncé, Annie Lennox,  Real Roxanne (for the OG’s in the House), Alison Mosshart, Victoria Williams, Madonna, Rhiannna, Miley Cyrus, Adele, Fiona Apple &amp; Alicia Keys. Just of top of my head.<f0><U+009F><U+0095><U+00BA><f0><U+009F><U+00A4><U+00BA><U+270C><U+FE0F><U+2764><U+FE0F><U+270C><U+FE0F>"
1,1,40,41,PERSON,Victoria Williams,"Let’s see, Gaga, Nikki Ménage, Missy Elliott, Lauren Hill, Stevie Nikks, Beyoncé, Annie Lennox,  Real Roxanne (for the OG’s in the House), Alison Mosshart, Victoria Williams, Madonna, Rhiannna, Miley Cyrus, Adele, Fiona Apple &amp; Alicia Keys. Just of top of my head.<f0><U+009F><U+0095><U+00BA><f0><U+009F><U+00A4><U+00BA><U+270C><U+FE0F><U+2764><U+FE0F><U+270C><U+FE0F>"
1,1,43,43,PERSON,Madonna,"Let’s see, Gaga, Nikki Ménage, Missy Elliott, Lauren Hill, Stevie Nikks, Beyoncé, Annie Lennox,  Real Roxanne (for the OG’s in the House), Alison Mosshart, Victoria Williams, Madonna, Rhiannna, Miley Cyrus, Adele, Fiona Apple &amp; Alicia Keys. Just of top of my head.<f0><U+009F><U+0095><U+00BA><f0><U+009F><U+00A4><U+00BA><U+270C><U+FE0F><U+2764><U+FE0F><U+270C><U+FE0F>"
1,1,45,45,PERSON,Rhiannna,"Let’s see, Gaga, Nikki Ménage, Missy Elliott, Lauren Hill, Stevie Nikks, Beyoncé, Annie Lennox,  Real Roxanne (for the OG’s in the House), Alison Mosshart, Victoria Williams, Madonna, Rhiannna, Miley Cyrus, Adele, Fiona Apple &amp; Alicia Keys. Just of top of my head.<f0><U+009F><U+0095><U+00BA><f0><U+009F><U+00A4><U+00BA><U+270C><U+FE0F><U+2764><U+FE0F><U+270C><U+FE0F>"
1,1,47,48,PERSON,Miley Cyrus,"Let’s see, Gaga, Nikki Ménage, Missy Elliott, Lauren Hill, Stevie Nikks, Beyoncé, Annie Lennox,  Real Roxanne (for the OG’s in the House), Alison Mosshart, Victoria Williams, Madonna, Rhiannna, Miley Cyrus, Adele, Fiona Apple &amp; Alicia Keys. Just of top of my head.<f0><U+009F><U+0095><U+00BA><f0><U+009F><U+00A4><U+00BA><U+270C><U+FE0F><U+2764><U+FE0F><U+270C><U+FE0F>"
1,1,50,50,ORG,Adele,"Let’s see, Gaga, Nikki Ménage, Missy Elliott, Lauren Hill, Stevie Nikks, Beyoncé, Annie Lennox,  Real Roxanne (for the OG’s in the House), Alison Mosshart, Victoria Williams, Madonna, Rhiannna, Miley Cyrus, Adele, Fiona Apple &amp; Alicia Keys. Just of top of my head.<f0><U+009F><U+0095><U+00BA><f0><U+009F><U+00A4><U+00BA><U+270C><U+FE0F><U+2764><U+FE0F><U+270C><U+FE0F>"
1,1,52,54,ORG,Fiona Apple &,"Let’s see, Gaga, Nikki Ménage, Missy Elliott, Lauren Hill, Stevie Nikks, Beyoncé, Annie Lennox,  Real Roxanne (for the OG’s in the House), Alison Mosshart, Victoria Williams, Madonna, Rhiannna, Miley Cyrus, Adele, Fiona Apple &amp; Alicia Keys. Just of top of my head.<f0><U+009F><U+0095><U+00BA><f0><U+009F><U+00A4><U+00BA><U+270C><U+FE0F><U+2764><U+FE0F><U+270C><U+FE0F>"
1,1,57,58,PERSON,Alicia Keys,"Let’s see, Gaga, Nikki Ménage, Missy Elliott, Lauren Hill, Stevie Nikks, Beyoncé, Annie Lennox,  Real Roxanne (for the OG’s in the House), Alison Mosshart, Victoria Williams, Madonna, Rhiannna, Miley Cyrus, Adele, Fiona Apple &amp; Alicia Keys. Just of top of my head.<f0><U+009F><U+0095><U+00BA><f0><U+009F><U+00A4><U+00BA><U+270C><U+FE0F><U+2764><U+FE0F><U+270C><U+FE0F>"
1,1,1,2,ORG,Trump's,Trump's left nut
1,1,1,2,PERSON,Amy Winehouse,"Amy Winehouse, Janis Joplin, Stevie Nicks,Joan Jett, Christina Aguilera, P!nk, Joan Of Arc, Rosa Parks"
1,1,4,5,PERSON,Janis Joplin,"Amy Winehouse, Janis Joplin, Stevie Nicks,Joan Jett, Christina Aguilera, P!nk, Joan Of Arc, Rosa Parks"
1,1,7,8,ORG,Stevie Nicks,"Amy Winehouse, Janis Joplin, Stevie Nicks,Joan Jett, Christina Aguilera, P!nk, Joan Of Arc, Rosa Parks"
1,1,10,11,PERSON,Joan Jett,"Amy Winehouse, Janis Joplin, Stevie Nicks,Joan Jett, Christina Aguilera, P!nk, Joan Of Arc, Rosa Parks"
1,1,13,14,PERSON,Christina Aguilera,"Amy Winehouse, Janis Joplin, Stevie Nicks,Joan Jett, Christina Aguilera, P!nk, Joan Of Arc, Rosa Parks"
1,1,16,16,ORG,P!nk,"Amy Winehouse, Janis Joplin, Stevie Nicks,Joan Jett, Christina Aguilera, P!nk, Joan Of Arc, Rosa Parks"
1,1,18,20,ORG,Joan Of Arc,"Amy Winehouse, Janis Joplin, Stevie Nicks,Joan Jett, Christina Aguilera, P!nk, Joan Of Arc, Rosa Parks"
1,1,22,23,PERSON,Rosa Parks,"Amy Winehouse, Janis Joplin, Stevie Nicks,Joan Jett, Christina Aguilera, P!nk, Joan Of Arc, Rosa Parks"
1,1,3,5,GPE,South Beach Tow,Bernice from South Beach Tow
1,1,9,9,NORP,Muslim,Noor un-Nisa Inayat Khan - Sufi Muslim/American princess who was a radio operator for MI5 in occupied France and never broke under torture.
1,1,11,11,NORP,American,Noor un-Nisa Inayat Khan - Sufi Muslim/American princess who was a radio operator for MI5 in occupied France and never broke under torture.
1,1,22,22,GPE,France,Noor un-Nisa Inayat Khan - Sufi Muslim/American princess who was a radio operator for MI5 in occupied France and never broke under torture.
1,1,1,2,PERSON,Imelda Marcos,Imelda Marcos
1,1,29,29,DATE,years,"Any of my friends who have given birth, my friends who have had to cremate/bury their children, my Mom who survived domestic abuse for years and single handedly took care of three kids and then went on to take care of my grandmother on her death bed. I mean the list goes on."
1,1,36,36,CARDINAL,three,"Any of my friends who have given birth, my friends who have had to cremate/bury their children, my Mom who survived domestic abuse for years and single handedly took care of three kids and then went on to take care of my grandmother on her death bed. I mean the list goes on."
1,1,7,7,DATE,8,Any female above the age of 8 with a pulse.
1,1,3,3,PERSON,Drake,Helen from Drake and Josh
1,1,5,5,PERSON,Josh,Helen from Drake and Josh
1,1,9,9,PERSON,Joan,"Just spitballin', here, but... Joan of Arc? Margaret Thatcher? Susan B. Anthony?

She's a pop star. That ain't nothin', but let's not get carried away."
1,1,11,11,ORG,Arc,"Just spitballin', here, but... Joan of Arc? Margaret Thatcher? Susan B. Anthony?

She's a pop star. That ain't nothin', but let's not get carried away."
1,2,1,2,PERSON,Margaret Thatcher,"Just spitballin', here, but... Joan of Arc? Margaret Thatcher? Susan B. Anthony?

She's a pop star. That ain't nothin', but let's not get carried away."
1,3,1,3,PERSON,Susan B. Anthony,"Just spitballin', here, but... Joan of Arc? Margaret Thatcher? Susan B. Anthony?

She's a pop star. That ain't nothin', but let's not get carried away."
1,1,11,13,CARDINAL,less than 280,I can’t possibly name them all I only have less than 280 characters.
1,1,1,2,PERSON,Sylvia Earl,"Sylvia Earl, a marine biologist who helped found the field. Eugenia Clark, a marine biologist who Helped found the field &amp; also studies sharks. Jane Goodall, a primatologist who studies ape intelligence. All are still active scientists."
1,2,1,2,PERSON,Eugenia Clark,"Sylvia Earl, a marine biologist who helped found the field. Eugenia Clark, a marine biologist who Helped found the field &amp; also studies sharks. Jane Goodall, a primatologist who studies ape intelligence. All are still active scientists."
1,2,8,8,ORG,Helped,"Sylvia Earl, a marine biologist who helped found the field. Eugenia Clark, a marine biologist who Helped found the field &amp; also studies sharks. Jane Goodall, a primatologist who studies ape intelligence. All are still active scientists."
1,3,1,2,PERSON,Jane Goodall,"Sylvia Earl, a marine biologist who helped found the field. Eugenia Clark, a marine biologist who Helped found the field &amp; also studies sharks. Jane Goodall, a primatologist who studies ape intelligence. All are still active scientists."
1,1,1,2,PERSON,Rosa Luxemburg,Rosa Luxemburg. Angela Davis. Mother Jones. Emma Goldman. Rosa Parks.
1,2,1,2,PERSON,Angela Davis,Rosa Luxemburg. Angela Davis. Mother Jones. Emma Goldman. Rosa Parks.
1,3,1,2,PERSON,Mother Jones,Rosa Luxemburg. Angela Davis. Mother Jones. Emma Goldman. Rosa Parks.
1,4,1,2,PERSON,Emma Goldman,Rosa Luxemburg. Angela Davis. Mother Jones. Emma Goldman. Rosa Parks.
1,5,1,2,PERSON,Rosa Parks,Rosa Luxemburg. Angela Davis. Mother Jones. Emma Goldman. Rosa Parks.
1,1,1,2,PERSON,Hedy Lamarr,"Hedy Lamarr, actress/sex symbol, who helped defeat the Nazis by inventing a way to encrypt radio signals called ""spread-spectrum technology,"" that later formed the basis for Wi-Fi, GPS, Bluetooth and some cellphones."
1,1,13,13,NORP,Nazis,"Hedy Lamarr, actress/sex symbol, who helped defeat the Nazis by inventing a way to encrypt radio signals called ""spread-spectrum technology,"" that later formed the basis for Wi-Fi, GPS, Bluetooth and some cellphones."
1,1,36,38,PERSON,Wi-Fi,"Hedy Lamarr, actress/sex symbol, who helped defeat the Nazis by inventing a way to encrypt radio signals called ""spread-spectrum technology,"" that later formed the basis for Wi-Fi, GPS, Bluetooth and some cellphones."
1,1,40,40,PERSON,GPS,"Hedy Lamarr, actress/sex symbol, who helped defeat the Nazis by inventing a way to encrypt radio signals called ""spread-spectrum technology,"" that later formed the basis for Wi-Fi, GPS, Bluetooth and some cellphones."
1,1,42,42,GPE,Bluetooth,"Hedy Lamarr, actress/sex symbol, who helped defeat the Nazis by inventing a way to encrypt radio signals called ""spread-spectrum technology,"" that later formed the basis for Wi-Fi, GPS, Bluetooth and some cellphones."
1,1,1,3,PERSON,Fannie Lou Hamer,Fannie Lou Hamer was nearly beaten to death in police custody for her civil rights activism. She organized the Mississippi Freedom delegates at the 1964 DNC and helped force the Dem Party to abandon white supremacy.
1,2,4,5,ORG,Mississippi Freedom,Fannie Lou Hamer was nearly beaten to death in police custody for her civil rights activism. She organized the Mississippi Freedom delegates at the 1964 DNC and helped force the Dem Party to abandon white supremacy.
1,2,8,9,DATE,the 1964,Fannie Lou Hamer was nearly beaten to death in police custody for her civil rights activism. She organized the Mississippi Freedom delegates at the 1964 DNC and helped force the Dem Party to abandon white supremacy.
1,2,10,10,ORG,DNC,Fannie Lou Hamer was nearly beaten to death in police custody for her civil rights activism. She organized the Mississippi Freedom delegates at the 1964 DNC and helped force the Dem Party to abandon white supremacy.
1,2,14,16,ORG,the Dem Party,Fannie Lou Hamer was nearly beaten to death in police custody for her civil rights activism. She organized the Mississippi Freedom delegates at the 1964 DNC and helped force the Dem Party to abandon white supremacy.
1,1,3,3,CARDINAL,one,Beyoncé had one of the best videos of all time!
1,2,2,2,CARDINAL,one,"My mother. Name one person who could get rotator cuff surgery, not take a single pain medication (ibuprofen included), and went shopping 30 minutes after waking up from anesthesia."
